S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death,p_death
22076,2021-07-02,Tamil Nadu,2484177,37526.0,2413930.0,32721.0,0.013373791358064555
22077,2021-07-03,Tamil Nadu,2488407,36707.0,2418882.0,32818.0,0.01338581392503161
22078,2021-07-04,Tamil Nadu,2492420,35881.0,2423606.0,32933.0,0.013406259782564005
22079,2021-07-05,Tamil Nadu,2496287,35294.0,2427988.0,33005.0,0.013411253099866599
22080,2021-07-06,Tamil Nadu,2500002,34926.0,2432017.0,33059.0,0.013410945544883809
22081,2021-07-07,Tamil Nadu,2503481,34477.0,2435872.0,33132.0,0.013419176315631729
22082,2021-07-08,Tamil Nadu,2506848,34076.0,2439576.0,33196.0,0.013424610113670002
22083,2021-07-09,Tamil Nadu,2510059,33665.0,2443141.0,33253.0,0.013427992476156864
22084,2021-07-10,Tamil Nadu,2513098,33224.0,2446552.0,33322.0,0.013436973007499575
22085,2021-07-11,Tamil Nadu,2516011,32767.0,2449873.0,33371.0,0.013438470001336961
22086,2021-07-12,Tamil Nadu,2518786,32307.0,2453061.0,33418.0,0.013439888291837574
22087,2021-07-13,Tamil Nadu,2521438,31819.0,2456165.0,33454.0,0.013437397449167925
22088,2021-07-14,Tamil Nadu,2523943,31218.0,2459223.0,33502.0,0.013439910138503043
22089,2021-07-15,Tamil Nadu,2526401,30600.0,2462244.0,33557.0,0.013445382865060154
22090,2021-07-16,Tamil Nadu,2528806,29950.0,2465250.0,33606.0,0.013448554058337095
22091,2021-07-17,Tamil Nadu,2531118,29230.0,2468236.0,33652.0,0.013450642075104881
22092,2021-07-18,Tamil Nadu,2533323,28590.0,2471038.0,33695.0,0.013452531667047945
22093,2021-07-19,Tamil Nadu,2535402,27897.0,2473781.0,33724.0,0.013449225425273329
22094,2021-07-21,Tamil Nadu,2539277,26717.0,2478778.0,33782.0,0.013445251058681185
22095,2021-07-22,Tamil Nadu,2541168,26158.0,2481201.0,33809.0,0.013442888895073975
22096,2021-07-26,Tamil Nadu,2548497,23364.0,2491222.0,33911.0,0.013429391639965102
22097,2021-07-27,Tamil Nadu,2550282,22762.0,2493583.0,33937.0,0.01342699563208204
22098,2021-07-28,Tamil Nadu,2552049,22188.0,2495895.0,33966.0,0.013426034078552142
22099,2021-07-29,Tamil Nadu,2553805,21521.0,2498289.0,33995.0,0.01342463957439213
22100,2021-07-30,Tamil Nadu,2555664,21207.0,2500434.0,34023.0,0.013424177249801437
22101,2021-07-31,Tamil Nadu,2557611,20934.0,2502627.0,34050.0,0.013423072783803378
22102,2021-08-01,Tamil Nadu,2559597,20716.0,2504805.0,34076.0,0.013421660960084384
22103,2021-08-02,Tamil Nadu,2561587,20524.0,2506961.0,34102.0,0.013420367775218482
22104,2021-08-03,Tamil Nadu,2563544,20385.0,2509029.0,34130.0,0.013420317015176793
22105,2021-08-04,Tamil Nadu,2565452,20217.0,2511076.0,34159.0,0.013420764683811122
22106,2021-08-05,Tamil Nadu,2567401,20117.0,2513087.0,34197.0,0.013424887056174341
22107,2021-08-06,Tamil Nadu,2569398,20138.0,2515030.0,34230.0,0.013427425998132791
22108,2021-08-07,Tamil Nadu,2571383,20185.0,2516938.0,34260.0,0.013428985127771345
22109,2021-08-08,Tamil Nadu,2573352,20286.0,2518777.0,34289.0,0.013430518443314823
22110,2021-08-09,Tamil Nadu,2575308,20407.0,2520584.0,34317.0,0.013431831605216797
22111,2021-08-10,Tamil Nadu,2577237,20427.0,2522470.0,34340.0,0.013430798534110864
22112,2021-08-11,Tamil Nadu,2579130,20363.0,2524400.0,34367.0,0.013431078327960302
22113,2021-08-12,Tamil Nadu,2581094,20382.0,2526317.0,34395.0,0.013431811152523204
22114,2021-08-13,Tamil Nadu,2583036,20399.0,2528209.0,34428.0,0.013434598813643915
22115,2021-08-14,Tamil Nadu,2584969,20411.0,2530096.0,34462.0,0.013437793179175515
22116,2021-08-15,Tamil Nadu,2586885,20427.0,2531962.0,34496.0,0.013441092743384073
22117,2021-08-16,Tamil Nadu,2588781,20458.0,2533804.0,34519.0,0.013440287689671431
22118,2021-08-17,Tamil Nadu,2590632,20370.0,2535715.0,34547.0,0.013441042197254598
22119,2021-08-18,Tamil Nadu,2592436,20225.0,2537632.0,34579.0,0.013443298391928189
22120,2021-08-19,Tamil Nadu,2594233,20083.0,2539540.0,34610.0,0.013445214925315153
22121,2021-08-20,Tamil Nadu,2595935,19864.0,2541432.0,34639.0,0.013446446157734007
22122,2021-08-21,Tamil Nadu,2597603,19621.0,2543319.0,34663.0,0.013445788217295543
22123,2021-08-22,Tamil Nadu,2599255,19391.0,2545178.0,34686.0,0.013444894769646772
22124,2021-08-23,Tamil Nadu,2600885,19171.0,2547005.0,34709.0,0.013444169261196244
22125,2021-08-24,Tamil Nadu,2602489,18887.0,2548868.0,34734.0,0.01344402117663634
22126,2021-08-25,Tamil Nadu,2604074,18603.0,2550710.0,34761.0,0.01344474565756104
22127,2021-08-26,Tamil Nadu,2605647,18352.0,2552507.0,34788.0,0.013445702944581117
22128,2021-08-27,Tamil Nadu,2607206,18069.0,2554323.0,34814.0,0.013446179170897484
22129,2021-08-28,Tamil Nadu,2608748,17797.0,2556116.0,34835.0,0.013444870242625199
22130,2021-08-29,Tamil Nadu,2610299,17559.0,2557884.0,34856.0,0.013443692772896627
22131,2021-08-30,Tamil Nadu,2611837,17322.0,2559637.0,34878.0,0.013442974891260987
22132,2021-08-31,Tamil Nadu,2613360,17085.0,2561376.0,34899.0,0.013441950486755063
22133,2021-09-01,Tamil Nadu,2614872,16850.0,2563101.0,34921.0,0.013441379634198633
22134,2021-09-02,Tamil Nadu,2616381,16620.0,2564820.0,34941.0,0.013440081607501613
22135,2021-09-03,Tamil Nadu,2617943,16478.0,2566504.0,34961.0,0.013438966121012584
22136,2021-09-04,Tamil Nadu,2619511,16370.0,2568161.0,34980.0,0.013437612484302617
22137,2021-09-05,Tamil Nadu,2621086,16315.0,2569771.0,35000.0,0.013436881783465802
22138,2021-09-06,Tamil Nadu,2622678,16282.0,2571378.0,35018.0,0.013435410428806674
22139,2021-09-07,Tamil Nadu,2627365,16180.0,2576112.0,35073.0,0.01343183267367115
22140,2021-09-08,Tamil Nadu,2625778,16205.0,2574518.0,35055.0,0.013433232180130619
22141,2021-09-09,Tamil Nadu,2627365,16180.0,2576112.0,35073.0,0.01343183267367115
22142,2021-09-10,Tamil Nadu,2630592,16304.0,2579169.0,35119.0,0.013433485522635609
22143,2021-09-11,Tamil Nadu,2632231,16399.0,2580686.0,35146.0,0.013435878145079653
22144,2021-09-12,Tamil Nadu,2632231,16399.0,2580686.0,35146.0,0.013435878145079653
22145,2021-09-13,Tamil Nadu,2633839,16473.0,2582198.0,35168.0,0.013436408969933896
22146,2021-09-14,Tamil Nadu,2635419,16522.0,2583707.0,35190.0,0.01343695456522345
22147,2021-09-15,Tamil Nadu,2637010,16549.0,2585244.0,35217.0,0.013439238363020857
22148,2021-09-16,Tamil Nadu,2638668,16636.0,2586786.0,35246.0,0.013442246318885506
22149,2021-09-18,Tamil Nadu,2642030,16843.0,2589899.0,35288.0,0.013442090030157852
22150,2021-09-19,Tamil Nadu,2643683,16893.0,2591480.0,35310.0,0.013442262228803977
22151,2021-09-20,Tamil Nadu,2645380,16969.0,2593074.0,35337.0,0.013444244450354225
22152,2021-09-21,Tamil Nadu,2647041,16984.0,2594697.0,35360.0,0.013444575535815384
22153,2021-09-22,Tamil Nadu,2648688,16993.0,2596316.0,35379.0,0.01344342714486291
22154,2021-09-23,Tamil Nadu,2650370,17027.0,2597943.0,35400.0,0.013442988627003775
22155,2021-09-24,Tamil Nadu,2652115,17121.0,2599567.0,35427.0,0.013444812398054796
22156,2021-09-25,Tamil Nadu,2653848,17196.0,2601198.0,35454.0,0.013446598185881186
22157,2021-09-26,Tamil Nadu,2655572,17263.0,2602833.0,35476.0,0.013446491673264959
22158,2021-09-27,Tamil Nadu,2657266,17285.0,2604491.0,35490.0,0.013443278569050308
22159,2021-09-28,Tamil Nadu,2658923,17261.0,2606153.0,35509.0,0.013441916490451844
22160,2021-09-29,Tamil Nadu,2660553,17231.0,2607796.0,35526.0,0.013439906299724361
22161,2021-09-30,Tamil Nadu,2662177,17192.0,2609435.0,35550.0,0.013440529908487193
22162,2021-10-01,Tamil Nadu,2663789,17150.0,2611061.0,35578.0,0.013442709791550718
22163,2021-10-02,Tamil Nadu,2665386,17099.0,2612684.0,35603.0,0.01344378460491631
22164,2021-10-03,Tamil Nadu,2666964,17046.0,2614291.0,35627.0,0.013444566963958885
22165,2021-10-04,Tamil Nadu,2668495,16972.0,2615873.0,35650.0,0.0134451030596378
22166,2021-10-05,Tamil Nadu,2669962,16864.0,2617432.0,35666.0,0.013443152118768323
22167,2021-10-06,Tamil Nadu,2671411,16749.0,2618980.0,35682.0,0.013441259188552063
22168,2021-10-07,Tamil Nadu,2672843,16637.0,2620499.0,35707.0,0.013442857971106156
22169,2021-10-08,Tamil Nadu,2674233,16513.0,2621986.0,35734.0,0.013445359180049065
22170,2021-10-09,Tamil Nadu,2675592,16379.0,2623459.0,35754.0,0.013445331381878775
22171,2021-10-10,Tamil Nadu,2676936,16252.0,2624916.0,35768.0,0.013443159728851678
22172,2021-10-11,Tamil Nadu,2678265,16130.0,2626352.0,35783.0,0.013441467093141406
22173,2021-10-12,Tamil Nadu,2679568,15992.0,2627780.0,35796.0,0.0134390758889553
22174,2021-10-13,Tamil Nadu,2680857,15842.0,2629201.0,35814.0,0.013438573516471765
22175,2021-10-14,Tamil Nadu,2682137,15650.0,2630654.0,35833.0,0.013438280404142229
22176,2021-10-15,Tamil Nadu,2683396,15451.0,2632092.0,35853.0,0.013438432951204017
22177,2021-10-16,Tamil Nadu,2684641,15238.0,2633534.0,35869.0,0.013437086869236305
22178,2021-10-17,Tamil Nadu,2685874,15022.0,2634968.0,35884.0,0.013435413119109558
22179,2021-10-18,Tamil Nadu,2687092,14814.0,2636379.0,35899.0,0.01343385680681426
22180,2021-10-19,Tamil Nadu,2688284,14570.0,2637802.0,35912.0,0.013431503893086545
22181,2021-10-20,Tamil Nadu,2689463,14326.0,2639209.0,35928.0,0.01343034020313726
22182,2021-10-21,Tamil Nadu,2690633,14058.0,2640627.0,35948.0,0.01343059693825131
22183,2021-10-22,Tamil Nadu,2691797,13790.0,2642039.0,35968.0,0.013430883489102157
22184,2021-10-23,Tamil Nadu,2692949,13531.0,2643431.0,35987.0,0.013430901785387722
22185,2021-10-24,Tamil Nadu,2694089,13280.0,2644805.0,36004.0,0.013430274219461365
22186,2021-10-25,Tamil Nadu,2695216,13034.0,2646163.0,36019.0,0.013428991768642097
22187,2021-10-26,Tamil Nadu,2696328,12791.0,2647504.0,36033.0,0.013427428054839565
22188,2021-10-27,Tamil Nadu,2697418,12540.0,2648830.0,36048.0,0.013426308383472172
22189,2021-10-28,Tamil Nadu,2698493,12288.0,2650145.0,36060.0,0.013424142982385931
22190,2021-10-29,Tamil Nadu,2699554,12051.0,2651431.0,36072.0,0.013422124552047011
22191,2021-10-30,Tamil Nadu,2700593,11850.0,2652660.0,36083.0,0.013420025640234116
22192,2021-10-31,Tamil Nadu,2701614,11685.0,2653832.0,36097.0,0.013419313297860279
22193,2021-11-01,Tamil Nadu,2702623,11492.0,2655015.0,36116.0,0.013420379758547615
22194,2021-11-02,Tamil Nadu,2703613,11309.0,2656168.0,36136.0,0.013421961264404019
22195,2021-11-04,Tamil Nadu,2705548,11012.0,2658360.0,36176.0,0.013425688133318686
22196,2021-11-05,Tamil Nadu,2706493,10895.0,2659407.0,36191.0,0.013425963366941213
22197,2021-11-06,Tamil Nadu,2707368,10745.0,2660419.0,36204.0,0.013425680935006488
22198,2021-11-07,Tamil Nadu,2708230,10588.0,2661428.0,36214.0,0.013424316495665474
22199,2021-11-08,Tamil Nadu,2709080,10474.0,2662386.0,36220.0,0.013421744411744435
22200,2021-11-09,Tamil Nadu,2709921,10372.0,2663323.0,36226.0,0.013419278553565799
22201,2021-11-10,Tamil Nadu,2710756,10271.0,2664247.0,36238.0,0.013419071018724414
22202,2021-11-11,Tamil Nadu,2711584,10159.0,2665178.0,36247.0,0.013417733233386082
22203,2021-11-12,Tamil Nadu,2712404,10013.0,2666140.0,36251.0,0.013414417084722382
22204,2021-11-14,Tamil Nadu,2714025,9751.0,2668001.0,36273.0,0.013413211826908073
22205,2021-11-15,Tamil Nadu,2714830,9616.0,2668930.0,36284.0,0.013412617264290367
22206,2021-11-16,Tamil Nadu,2715632,9488.0,2669848.0,36296.0,0.013412442205588468
22207,2021-11-17,Tamil Nadu,2716421,9349.0,2670761.0,36311.0,0.013413385384651757
22208,2021-11-18,Tamil Nadu,2717203,9211.0,2671668.0,36324.0,0.013413628991518439
22209,2021-11-19,Tamil Nadu,2672564,-36336.0,2672564.0,36336.0,0.013413562700727232
22210,2021-11-20,Tamil Nadu,2718750,8953.0,2673448.0,36349.0,0.013413919935699981
22211,2021-11-22,Tamil Nadu,2720271,8722.0,2675174.0,36375.0,0.013414841479906873
22212,2021-11-23,Tamil Nadu,2721021,8616.0,2676017.0,36388.0,0.013415400723711982
22213,2021-11-24,Tamil Nadu,2721762,8536.0,2676825.0,36401.0,0.013416132677484293
22214,2021-11-25,Tamil Nadu,2722506,8484.0,2677607.0,36415.0,0.013417356233663545
22215,2021-11-26,Tamil Nadu,2723245,8442.0,2678371.0,36432.0,0.013419758266069398
22216,2021-11-27,Tamil Nadu,2723991,8418.0,2679130.0,36443.0,0.013420003807667847
22217,2021-11-28,Tamil Nadu,2724731,8382.0,2679895.0,36454.0,0.01342021956677879
22218,2021-11-29,Tamil Nadu,2725467,8337.0,2680667.0,36463.0,0.013419674435893756
22219,2021-11-30,Tamil Nadu,2726197,8291.0,2681434.0,36472.0,0.013419154304821433
22220,2021-12-02,Tamil Nadu,2727635,8200.0,2682943.0,36492.0,0.013418963865655918
22221,2021-12-05,Tamil Nadu,2729792,8070.0,2685203.0,36519.0,0.01341760841114559
22222,2021-12-06,Tamil Nadu,2730516,8041.0,2685946.0,36529.0,0.013417570409278321
22223,2021-12-07,Tamil Nadu,2731235,8013.0,2686683.0,36539.0,0.01341756199090636
22224,2021-12-08,Tamil Nadu,2731945,7982.0,2687414.0,36549.0,0.013417583131635782
22225,2021-12-09,Tamil Nadu,2732648,7946.0,2688142.0,36560.0,0.01341798112233925
22226,2021-12-12,Tamil Nadu,2734715,7770.0,2690346.0,36599.0,0.013421246119742056
22227,2021-12-13,Tamil Nadu,2735389,7723.0,2691054.0,36612.0,0.013422464480621895
22228,2021-12-14,Tamil Nadu,2736046,7666.0,2691756.0,36624.0,0.013423350119851341
22229,2021-12-15,Tamil Nadu,2736695,7611.0,2692451.0,36633.0,0.013423185215259039
22230,2021-12-16,Tamil Nadu,2737335,7548.0,2693143.0,36644.0,0.013423757970859998
22231,2021-12-17,Tamil Nadu,2737962,7476.0,2693830.0,36656.0,0.013424716332550322
22232,2021-12-18,Tamil Nadu,2738583,7407.0,2694509.0,36667.0,0.013425352302451399
22233,2021-12-19,Tamil Nadu,2739196,7346.0,2695174.0,36676.0,0.013425334480297235
22234,2021-12-20,Tamil Nadu,2739806,7270.0,2695856.0,36680.0,0.013423427907262704
22235,2021-12-21,Tamil Nadu,2740411,7172.0,2696553.0,36686.0,0.013422170545642003
22236,2021-12-22,Tamil Nadu,2741013,7078.0,2697244.0,36691.0,0.013420582420576935
22237,2021-12-23,Tamil Nadu,2741617,6979.0,2697939.0,36699.0,0.013420057791927122
22238,2021-12-24,Tamil Nadu,2742224,6889.0,2698628.0,36707.0,0.013419562868899056
22239,2021-12-25,Tamil Nadu,2742821,6798.0,2699309.0,36714.0,0.013418746845329881
22240,2021-12-26,Tamil Nadu,2743427,6708.0,2699994.0,36725.0,0.013419353612848085
22241,2021-12-27,Tamil Nadu,2744037,6629.0,2700673.0,36735.0,0.013419629079771813
22242,2021-12-28,Tamil Nadu,2744642,6562.0,2701336.0,36744.0,0.01341962250920353
22243,2021-12-29,Tamil Nadu,2745261,6537.0,2701974.0,36750.0,0.013418657739881785
22244,2021-12-30,Tamil Nadu,2746000,6654.0,2702588.0,36758.0,0.01341853128447447
22245,2021-12-31,Tamil Nadu,2746890,6929.0,2703196.0,36765.0,0.013418074198866333
22246,2022-01-01,Tamil Nadu,2748045,7470.0,2703799.0,36776.0,0.013419081762038989
22247,2022-01-02,Tamil Nadu,2749534,8340.0,2704410.0,36784.0,0.013418969981694109
22248,2022-01-03,Tamil Nadu,2751128,9304.0,2705034.0,36790.0,0.013418074974907214
22249,2022-01-04,Tamil Nadu,2752856,10364.0,2705696.0,36796.0,0.013416994470722247
22250,2022-01-05,Tamil Nadu,2755587,12412.0,2706370.0,36805.0,0.013416934756258716
22251,2022-01-06,Tamil Nadu,2760449,16577.0,2707058.0,36814.0,0.013416806614885826
22252,2022-01-07,Tamil Nadu,2767432,22828.0,2707779.0,36825.0,0.013417236147728415
22253,2022-01-08,Tamil Nadu,2776413,30817.0,2708763.0,36833.0,0.01341530217847054
22254,2022-01-09,Tamil Nadu,2787391,40260.0,2710288.0,36843.0,0.013411446341656077
22255,2022-01-10,Tamil Nadu,2800286,51335.0,2712096.0,36855.0,0.013406932317091138
22256,2022-01-11,Tamil Nadu,2814276,62767.0,2714643.0,36866.0,0.013398466078068435
22257,2022-01-12,Tamil Nadu,2829655,75083.0,2717686.0,36886.0,0.0133908280487858
22258,2022-01-13,Tamil Nadu,2847589,88959.0,2721725.0,36905.0,0.013378017349191447
22259,2022-01-14,Tamil Nadu,2868500,103610.0,2727960.0,36930.0,0.013356770070418715
22260,2022-01-15,Tamil Nadu,2891959,118017.0,2736986.0,36956.0,0.013322556852306213
22261,2022-01-16,Tamil Nadu,2915948,131007.0,2747974.0,36967.0,0.013273889823877777
22262,2022-01-17,Tamil Nadu,2939923,142476.0,2760458.0,36989.0,0.013222413150275949
22263,2022-01-18,Tamil Nadu,2963366,152348.0,2774009.0,37009.0,0.013165692998052663
22264,2022-01-19,Tamil Nadu,2987254,161171.0,2789045.0,37038.0,0.013105772194234918
22265,2022-01-20,Tamil Nadu,3014235,170661.0,2806501.0,37073.0,0.013037466230877058
22266,2022-01-21,Tamil Nadu,3042796,179205.0,2826479.0,37112.0,0.01295995133383224
22267,2022-01-22,Tamil Nadu,3072666,187358.0,2848163.0,37145.0,0.012873842237986377
22268,2022-01-23,Tamil Nadu,3103410,194697.0,2871535.0,37178.0,0.012781597909453424
22269,2022-01-24,Tamil Nadu,3133990,200954.0,2895818.0,37218.0,0.012689240773041994
22270,2022-01-25,Tamil Nadu,3164205,206484.0,2920457.0,37264.0,0.01259888948281464
22271,2022-01-26,Tamil Nadu,3194260,211270.0,2945678.0,37312.0,0.012508255139977003
22272,2022-01-27,Tamil Nadu,3224236,213692.0,2973185.0,37359.0,0.012409385147667665
22273,2022-01-28,Tamil Nadu,3252751,213534.0,3001805.0,37412.0,0.012309749517721177
22274,2022-01-29,Tamil Nadu,3279284,211863.0,3029961.0,37460.0,0.012212213452277989
22275,2022-01-30,Tamil Nadu,3303702,208350.0,3057846.0,37506.0,0.012116877175843007
22276,2022-01-31,Tamil Nadu,3325940,203926.0,3084470.0,37544.0,0.012025570673289741
22277,2022-02-01,Tamil Nadu,3345220,198130.0,3109526.0,37564.0,0.011936106053528815
22278,2022-02-03,Tamil Nadu,3375329,177999.0,3159694.0,37636.0,0.01177107148777261
22279,2022-02-04,Tamil Nadu,3387322,166878.0,3182778.0,37666.0,0.011695902800980238
22280,2022-02-05,Tamil Nadu,3397238,155329.0,3204213.0,37696.0,0.01162771687915978
22281,2022-02-06,Tamil Nadu,3404762,138878.0,3228151.0,37733.0,0.011553686536325233
22282,2022-02-07,Tamil Nadu,3410882,121828.0,3251295.0,37759.0,0.011480200689924823
22283,2022-02-08,Tamil Nadu,3415986,105892.0,3272322.0,37772.0,0.011411156299488776
22284,2022-02-09,Tamil Nadu,3420505,90137.0,3292559.0,37809.0,0.011352799450391068
22285,2022-02-10,Tamil Nadu,3424476,77607.0,3309032.0,37837.0,0.011305193002773637
22286,2022-02-11,Tamil Nadu,3428068,66992.0,3323214.0,37862.0,0.011264844948462933
22287,2022-02-12,Tamil Nadu,3431154,56002.0,3337265.0,37887.0,0.01122527222477684
22288,2022-02-13,Tamil Nadu,3433966,47643.0,3348419.0,37904.0,0.011193261835920554
22289,2022-02-14,Tamil Nadu,3436262,41699.0,3356648.0,37915.0,0.011169331663604417
22290,2022-02-15,Tamil Nadu,3437896,35951.0,3364013.0,37932.0,0.011150092079677949
22291,2022-02-16,Tamil Nadu,3439221,31368.0,3369907.0,37946.0,0.011134869960646776
22292,2022-02-17,Tamil Nadu,3440531,27294.0,3375281.0,37956.0,0.011120235717590077
22293,2022-02-18,Tamil Nadu,3441783,23772.0,3380049.0,37962.0,0.011106459282898738
22294,2022-02-19,Tamil Nadu,3442929,20681.0,3384278.0,37970.0,0.011095046297053867
22295,2022-02-20,Tamil Nadu,3443980,18164.0,3387839.0,37977.0,0.011085534074217647
22296,2022-02-21,Tamil Nadu,3444929,15938.0,3391011.0,37980.0,0.01107614455680986
22297,2022-02-22,Tamil Nadu,3445717,14033.0,3393703.0,37981.0,0.011067743999738904
22298,2022-02-23,Tamil Nadu,3446388,12321.0,3396078.0,37989.0,0.0110623933662331
22299,2022-02-24,Tamil Nadu,3447006,10782.0,3398231.0,37993.0,0.011056613305768192
22300,2022-02-25,Tamil Nadu,3447581,9440.0,3400144.0,37997.0,0.011051611903060404
22301,2022-02-26,Tamil Nadu,3448088,8150.0,3401938.0,38000.0,0.011046710725600288
22302,2022-02-27,Tamil Nadu,3448568,7164.0,3403402.0,38002.0,0.011042586107298068
22303,2022-02-28,Tamil Nadu,3449007,6393.0,3404611.0,38003.0,0.011038995368054624
22304,2022-03-01,Tamil Nadu,3449373,5745.0,3405624.0,38004.0,0.011036035251194379
22305,2022-03-02,Tamil Nadu,3449721,5066.0,3406649.0,38006.0,0.011033325543486938
22306,2022-03-03,Tamil Nadu,3450041,4437.0,3407595.0,38009.0,0.011031157381985858
22307,2022-03-04,Tamil Nadu,3450333,3950.0,3408373.0,38010.0,0.01102895412378717
22308,2022-03-05,Tamil Nadu,3450594,3505.0,3409078.0,38011.0,0.011026985378097287
22309,2022-03-06,Tamil Nadu,3450817,3131.0,3409674.0,38012.0,0.011025365999107807
22310,2022-03-07,Tamil Nadu,3451013,2770.0,3410228.0,38015.0,0.011024455063056752
22311,2022-03-08,Tamil Nadu,3451171,2414.0,3410740.0,38017.0,0.011023391906127339
22312,2022-03-09,Tamil Nadu,3451322,2145.0,3411158.0,38019.0,0.0110226294562442
22313,2022-03-10,Tamil Nadu,3451469,1903.0,3411545.0,38021.0,0.011021966241550387
22314,2022-03-11,Tamil Nadu,3451598,1676.0,3411899.0,38023.0,0.01102140859996255
22315,2022-03-12,Tamil Nadu,3451710,1461.0,3412226.0,38023.0,0.011020364037494106
22316,2022-03-13,Tamil Nadu,3451815,1301.0,3412491.0,38023.0,0.011019517671859902
22317,2022-03-14,Tamil Nadu,3451910,1173.0,3412714.0,38023.0,0.011018805547916287
22321,2020-03-12,Telangana,1,1.0,0.0,0.0,0.0
22322,2020-03-13,Telangana,1,1.0,0.0,0.0,0.0
22323,2020-03-14,Telangana,1,1.0,0.0,0.0,0.0
22324,2020-03-15,Telangana,3,2.0,1.0,0.0,0.0
22325,2020-03-16,Telangana,3,2.0,1.0,0.0,0.0
22326,2020-03-17,Telangana,5,4.0,1.0,0.0,0.0
22327,2020-03-18,Telangana,5,4.0,1.0,0.0,0.0
22328,2020-03-19,Telangana,6,5.0,1.0,0.0,0.0
22329,2020-03-20,Telangana,16,15.0,1.0,0.0,0.0
22330,2020-03-21,Telangana,19,18.0,1.0,0.0,0.0
22331,2020-03-22,Telangana,22,21.0,1.0,0.0,0.0
22332,2020-03-23,Telangana,32,31.0,1.0,0.0,0.0
22333,2020-03-24,Telangana,32,31.0,1.0,0.0,0.0
22334,2020-03-25,Telangana,35,34.0,1.0,0.0,0.0
22335,2020-03-26,Telangana,41,40.0,1.0,0.0,0.0
22336,2020-03-27,Telangana,45,44.0,1.0,0.0,0.0
